 -10;  -7; -52;   4;   4; -52;  -7; -10;
 -13;  -9;  12;  16;  16;  12;  -9; -13;
 -39; -11; -29; -35; -35; -29; -11; -39;
 -39; -28; -10; -10; -10; -10; -28; -39;
 -35; -10; -19;  -6;  -6; -19; -10; -35;
 -28; -13;  -4;  -4;  -4;  -4; -13; -28;
 -34;  -5;  -2;   7;   7;  -2;  -5; -34;
  -3;  -4;  10;  20;  20;  10;  -4;  -3;
