 -64; -16; -64; -64; -64; -64; -16; -64;
 -64; -56;  -2; -24; -24;  -2; -56; -64;
 -16;  -3; -42;  13;  13; -42;  -3; -16;
  -9; -34;  -1; -13; -13;  -1; -34;  -9;
 -36; -42; -28; -35; -35; -28; -42; -36;
 -64; -41; -42; -41; -41; -42; -41; -64;
 -64; -56; -55; -37; -37; -55; -56; -64;
 -67; -66; -64; -63; -63; -64; -66; -67;
