  32;  36;  39;  38;  38;  39;  36;  32;
  29;  38;  40;  34;  34;  40;  38;  29;
  24;  25;  27;  23;  23;  27;  25;  24;
  20;  23;  24;  20;  20;  24;  23;  20;
  16;  18;  22;  20;  20;  22;  18;  16;
   0;   3;   8;   9;   9;   8;   3;   0;
  -7;   0;   3;   4;   4;   3;   0;  -7;
  -1;   1;   9;   1;   1;   9;   1;  -1;
