  -3; -11; -20; -26; -26; -20; -11;  -3;
 -12; -18;  -8;  -7;  -7;  -8; -18; -12;
 -34;  -7; -25; -22; -22; -25;  -7; -34;
 -26; -12; -17; -17; -17; -17; -12; -26;
 -27; -18; -23; -16; -16; -23; -18; -27;
 -18;  -8; -16; -15; -15; -16;  -8; -18;
 -25;  -8;  -9;  -5;  -5;  -9;  -8; -25;
  -8;  -6;   1;  10;  10;   1;  -6;  -8;
