  24;  13;  34;  34;  34;  34;  13;  24;
  18;  15;  27;  63;  63;  27;  15;  18;
  -4;   0;  26;  35;  35;  26;   0;  -4;
   4;  26;  25;  39;  39;  25;  26;   4;
  13;  19;  26;  40;  40;  26;  19;  13;
  -7;  16;  18;  27;  27;  18;  16;  -7;
 -26; -14;  -5;   0;   0;  -5; -14; -26;
 -14; -16; -13;  -2;  -2; -13; -16; -14;
