   0;   0;   0;   0;   0;   0;   0;   0;
  48;  18;  41;  52;  52;  41;  18;  48;
   9;  12;  21;  -1;  -1;  21;  12;   9;
   5;   6;   4;  -5;  -5;   4;   6;   5;
   2;  -9; -12; -11; -11; -12;  -9;   2;
  -6; -10; -26; -11; -11; -26; -10;  -6;
  -8; -10; -24; -10; -10; -24; -10;  -8;
   0;   0;   0;   0;   0;   0;   0;   0;
