   0;   0;   0;   0;   0;   0;   0;   0;
  15;  -4;   4;   1;   1;   4;  -4;  15;
  15;  -3;   7;   2;   2;   7;  -3;  15;
  15;   7;  12;   8;   8;  12;   7;  15;
   7;   5;  16;  15;  15;  16;   5;   7;
  10;  15;  22;  26;  26;  22;  15;  10;
  15;  17;  22; -24; -24;  22;  17;  15;
   0;   0;   0;   0;   0;   0;   0;   0;
