   0;   0;   0;   0;   0;   0;   0;   0;
   0;   0;   0;   0;   0;   0;   0;   0;
  -6; -13; -13; -19; -19; -13; -13;  -6;
 -11; -13; -11;  -9;  -9; -11; -13; -11;
  -6;  -5;  -4;  -5;  -5;  -4;  -5;  -6;
  -3;   8;  -3;   2;   2;  -3;   8;  -3;
  21; -20; -20; -18; -18; -20; -20;  21;
  19;  19;  -8;  17;  17;  -8;  19;  19;
