   0;   0;   0;   0;   0;   0;   0;   0;
 -19; -11;  -9;   8;   8;  -9; -11; -19;
   0;   0;   2;  11;  11;   2;   0;   0;
 -28; -12; -29; -18; -18; -29; -12; -28;
  11; -11; -19; -19; -19; -19; -11;  11;
  40;   0; -10;   9;   9; -10;   0;  40;
  10;  20; -10;  20;  20; -10;  20;  10;
   0;   1;  -2;   0;   0;  -2;   1;   0;
